booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
May032217563RT29,17563,2022-05-03,2022-05-03,2022-05-04,1,RT2,makeyourtrip,3.0,Checked Out,15300,15300
May032217563RT210,17563,2022-05-03,2022-05-03,2022-05-04,1,RT2,others,,Checked Out,15300,15300
May032217563RT211,17563,2022-05-03,2022-05-03,2022-05-07,2,RT2,makeyourtrip,5.0,Checked Out,15300,15300
May032217563RT212,17563,2022-05-02,2022-05-03,2022-05-05,1,RT2,makeyourtrip,,Checked Out,15300,15300
May032217563RT213,17563,2022-04-27,2022-05-03,2022-05-04,1,RT2,makeyourtrip,,Checked Out,15300,15300
May032217563RT214,17563,2022-05-03,2022-05-03,2022-05-05,1,RT2,others,,No Show,15300,15300
May032217563RT215,17563,2022-05-02,2022-05-03,2022-05-04,1,RT2,makeyourtrip,,Cancelled,15300,6120
May032217563RT216,17563,2022-05-01,2022-05-03,2022-05-04,1,RT2,logtrip,,Cancelled,15300,6120
May032217563RT217,17563,2022-05-02,2022-05-03,2022-05-04,1,RT2,logtrip,5.0,Checked Out,15300,15300
May032217563RT218,17563,2022-05-03,2022-05-03,2022-05-04,1,RT2,others,4.0,Checked Out,15300,15300
May032217563RT219,17563,2022-05-03,2022-05-03,2022-05-04,1,RT2,makeyourtrip,,Checked Out,15300,15300
May032217563RT220,17563,2022-05-01,2022-05-03,2022-05-04,1,RT2,logtrip,5.0,Checked Out,15300,15300
May032217563RT221,17563,2022-05-03,2022-05-03,2022-05-04,1,RT2,others,,Checked Out,15300,15300
May032217563RT222,17563,2022-05-03,2022-05-03,2022-05-05,2,RT2,makeyourtrip,,No Show,15300,15300
May032217563RT223,17563,2022-05-03,2022-05-03,2022-05-04,1,RT2,others,,Checked Out,15300,15300
May032217563RT224,17563,2022-04-30,2022-05-03,2022-05-05,4,RT2,others,,Checked Out,18360,18360
May032217563RT225,17563,2022-05-03,2022-05-03,2022-05-09,1,RT2,others,,Checked Out,15300,15300
May032217563RT226,17563,2022-05-02,2022-05-03,2022-05-04,1,RT2,others,4.0,Checked Out,15300,15300
May032217563RT227,17563,2022-04-30,2022-05-03,2022-05-04,1,RT2,others,5.0,Checked Out,15300,15300
May032217563RT228,17563,2022-04-28,2022-05-03,2022-05-06,1,RT2,others,4.0,Checked Out,15300,15300
May032217563RT229,17563,2022-04-29,2022-05-03,2022-05-04,1,RT2,direct offline,3.0,Checked Out,15300,15300
May032217563RT230,17563,2022-05-03,2022-05-03,2022-05-04,1,RT2,logtrip,5.0,Checked Out,15300,15300
May032217563RT31,17563,2022-05-02,2022-05-03,2022-05-04,1,RT3,others,,Checked Out,20400,20400
May032217563RT32,17563,2022-05-03,2022-05-03,2022-05-04,1,RT3,others,5.0,Checked Out,20400,20400
May032217563RT33,17563,2022-05-03,2022-05-03,2022-05-05,3,RT3,makeyourtrip,,Cancelled,22440,8976
May032217563RT34,17563,2022-04-12,2022-05-03,2022-05-04,1,RT3,makeyourtrip,5.0,Checked Out,20400,20400
May032217563RT35,17563,2022-04-28,2022-05-03,2022-05-05,2,RT3,makeyourtrip,5.0,Checked Out,20400,20400
May032217563RT36,17563,2022-05-03,2022-05-03,2022-05-05,1,RT3,makeyourtrip,,Cancelled,20400,8160
May032217563RT37,17563,2022-04-12,2022-05-03,2022-05-05,2,RT3,others,5.0,Checked Out,20400,20400
May032217563RT38,17563,2022-05-01,2022-05-03,2022-05-05,1,RT3,tripster,5.0,Checked Out,20400,20400
May032217563RT39,17563,2022-05-01,2022-05-03,2022-05-05,1,RT3,tripster,5.0,Checked Out,20400,20400
May032217563RT310,17563,2022-04-30,2022-05-03,2022-05-04,1,RT3,direct offline,4.0,Checked Out,20400,20400
May032217563RT41,17563,2022-04-29,2022-05-03,2022-05-04,1,RT4,others,4.0,Checked Out,32300,32300
May032217563RT42,17563,2022-05-02,2022-05-03,2022-05-04,2,RT4,direct offline,,Checked Out,32300,32300
May032217563RT43,17563,2022-05-03,2022-05-03,2022-05-07,1,RT4,tripster,5.0,Checked Out,32300,32300
May032217563RT44,17563,2022-05-02,2022-05-03,2022-05-05,1,RT4,tripster,,Cancelled,32300,12920
May032217563RT45,17563,2022-05-01,2022-05-03,2022-05-04,1,RT4,tripster,5.0,Checked Out,32300,32300
May032217563RT46,17563,2022-05-03,2022-05-03,2022-05-04,2,RT4,makeyourtrip,,No Show,32300,32300
May032217563RT47,17563,2022-04-27,2022-05-03,2022-05-04,1,RT4,others,,Cancelled,32300,12920
May032217563RT48,17563,2022-05-01,2022-05-03,2022-05-06,1,RT4,others,4.0,Checked Out,32300,32300
May032217563RT49,17563,2022-04-29,2022-05-03,2022-05-04,1,RT4,others,,Cancelled,32300,12920
May032217563RT410,17563,2022-04-30,2022-05-03,2022-05-06,1,RT4,makeyourtrip,,Cancelled,32300,12920
May032217563RT411,17563,2022-05-03,2022-05-03,2022-05-06,1,RT4,direct offline,4.0,Checked Out,32300,32300
May032218558RT11,18558,2022-04-30,2022-05-03,2022-05-09,2,RT1,others,,Checked Out,6500,6500
May032218558RT12,18558,2022-05-01,2022-05-03,2022-05-04,2,RT1,direct online,4.0,Checked Out,6500,6500
May032218558RT13,18558,2022-04-29,2022-05-03,2022-05-09,2,RT1,others,4.0,Checked Out,6500,6500
May032218558RT14,18558,2022-04-30,2022-05-03,2022-05-05,4,RT1,makeyourtrip,,Cancelled,7800,3120
May032218558RT15,18558,2022-04-27,2022-05-03,2022-05-06,2,RT1,others,,Cancelled,6500,2600
May032218558RT16,18558,2022-04-13,2022-05-03,2022-05-04,2,RT1,direct offline,,Cancelled,6500,2600
May032218558RT17,18558,2022-05-01,2022-05-03,2022-05-05,2,RT1,direct offline,,Cancelled,6500,2600
May032218558RT18,18558,2022-04-29,2022-05-03,2022-05-05,2,RT1,others,,Cancelled,6500,2600
May032218558RT21,18558,2022-04-29,2022-05-03,2022-05-08,3,RT2,direct online,5.0,Checked Out,9900,9900
May032218558RT22,18558,2022-04-13,2022-05-03,2022-05-04,2,RT2,direct online,,Cancelled,9000,3600
May032218558RT23,18558,2022-05-01,2022-05-03,2022-05-06,2,RT2,logtrip,,Cancelled,9000,3600
May032218558RT24,18558,2022-05-03,2022-05-03,2022-05-04,2,RT2,others,5.0,Checked Out,9000,9000
May032218558RT25,18558,2022-04-27,2022-05-03,2022-05-06,2,RT2,makeyourtrip,3.0,Checked Out,9000,9000
May032218558RT26,18558,2022-04-09,2022-05-03,2022-05-08,2,RT2,logtrip,,Checked Out,9000,9000
May032218558RT27,18558,2022-04-27,2022-05-03,2022-05-05,2,RT2,journey,3.0,Checked Out,9000,9000
May032218558RT28,18558,2022-05-03,2022-05-03,2022-05-04,4,RT2,others,,Checked Out,10800,10800
May032218558RT29,18558,2022-05-01,2022-05-03,2022-05-05,2,RT2,tripster,,Checked Out,9000,9000
May032218558RT210,18558,2022-05-02,2022-05-03,2022-05-05,2,RT2,tripster,3.0,Checked Out,9000,9000
May032218558RT211,18558,2022-04-12,2022-05-03,2022-05-04,2,RT2,others,3.0,Checked Out,9000,9000
May032218558RT212,18558,2022-04-30,2022-05-03,2022-05-04,2,RT2,others,,Cancelled,9000,3600
May032218558RT213,18558,2022-04-28,2022-05-03,2022-05-05,2,RT2,logtrip,2.0,Checked Out,9000,9000
May032218558RT214,18558,2022-05-02,2022-05-03,2022-05-09,4,RT2,others,,Checked Out,10800,10800
May032218558RT215,18558,2022-04-30,2022-05-03,2022-05-04,2,RT2,others,,No Show,9000,9000
May032218558RT216,18558,2022-05-01,2022-05-03,2022-05-09,3,RT2,direct online,,Checked Out,9900,9900
May032218558RT31,18558,2022-04-30,2022-05-03,2022-05-04,2,RT3,others,2.0,Checked Out,12000,12000
May032218558RT32,18558,2022-04-30,2022-05-03,2022-05-06,3,RT3,others,2.0,Checked Out,13200,13200
May032218558RT33,18558,2022-04-29,2022-05-03,2022-05-04,2,RT3,logtrip,3.0,Checked Out,12000,12000
May032218558RT34,18558,2022-04-26,2022-05-03,2022-05-04,5,RT3,makeyourtrip,,Checked Out,15600,15600
May032218558RT35,18558,2022-04-30,2022-05-03,2022-05-06,3,RT3,others,4.0,Checked Out,13200,13200
May032218558RT36,18558,2022-04-30,2022-05-03,2022-05-05,2,RT3,logtrip,4.0,Checked Out,12000,12000
May032218558RT37,18558,2022-04-13,2022-05-03,2022-05-08,3,RT3,logtrip,,Cancelled,13200,5280
May032218558RT38,18558,2022-04-30,2022-05-03,2022-05-04,3,RT3,logtrip,3.0,Checked Out,13200,13200
May032218558RT39,18558,2022-04-30,2022-05-03,2022-05-08,4,RT3,others,3.0,Checked Out,14400,14400
May032218558RT310,18558,2022-04-29,2022-05-03,2022-05-05,2,RT3,journey,,No Show,12000,12000
May032218558RT311,18558,2022-05-03,2022-05-03,2022-05-05,2,RT3,makeyourtrip,,Checked Out,12000,12000
May032218558RT312,18558,2022-04-30,2022-05-03,2022-05-06,3,RT3,direct online,,Cancelled,13200,5280
May032218558RT313,18558,2022-04-28,2022-05-03,2022-05-05,2,RT3,logtrip,3.0,Checked Out,12000,12000
May032218558RT41,18558,2022-05-01,2022-05-03,2022-05-05,2,RT4,direct offline,,Checked Out,19000,19000
May032218558RT42,18558,2022-04-30,2022-05-03,2022-05-08,2,RT4,direct online,,Checked Out,19000,19000
May032218558RT43,18558,2022-05-01,2022-05-03,2022-05-09,3,RT4,logtrip,,Checked Out,20900,20900
May032218558RT44,18558,2022-04-26,2022-05-03,2022-05-09,6,RT4,direct online,,Checked Out,26600,26600
May032218558RT45,18558,2022-05-01,2022-05-03,2022-05-04,2,RT4,makeyourtrip,,Checked Out,19000,19000
May032218558RT46,18558,2022-04-28,2022-05-03,2022-05-04,3,RT4,direct online,,Checked Out,20900,20900
May032218558RT47,18558,2022-04-13,2022-05-03,2022-05-09,2,RT4,direct online,,Checked Out,19000,19000
May032218558RT48,18558,2022-04-28,2022-05-03,2022-05-04,4,RT4,others,,No Show,22800,22800
May032218558RT49,18558,2022-05-01,2022-05-03,2022-05-07,2,RT4,tripster,,Cancelled,19000,7600
May032218558RT410,18558,2022-05-03,2022-05-03,2022-05-07,2,RT4,others,,Cancelled,19000,7600
May032218559RT11,18559,2022-04-30,2022-05-03,2022-05-07,2,RT1,others,,No Show,6500,6500
May032218559RT12,18559,2022-04-29,2022-05-03,2022-05-08,3,RT1,logtrip,,No Show,7150,7150
May032218559RT13,18559,2022-05-02,2022-05-03,2022-05-04,2,RT1,others,,Cancelled,6500,2600
May032218559RT14,18559,2022-04-26,2022-05-03,2022-05-09,3,RT1,others,2.0,Checked Out,7150,7150
May032218559RT15,18559,2022-04-27,2022-05-03,2022-05-09,4,RT1,others,,Cancelled,7800,3120
May032218559RT16,18559,2022-04-28,2022-05-03,2022-05-09,2,RT1,makeyourtrip,1.0,Checked Out,6500,6500
May032218559RT17,18559,2022-04-27,2022-05-03,2022-05-04,2,RT1,makeyourtrip,2.0,Checked Out,6500,6500
May032218559RT18,18559,2022-04-30,2022-05-03,2022-05-05,1,RT1,others,,Checked Out,6500,6500
May032218559RT19,18559,2022-04-28,2022-05-03,2022-05-08,3,RT1,tripster,,Checked Out,7150,7150
May032218559RT110,18559,2022-04-30,2022-05-03,2022-05-05,3,RT1,logtrip,,Cancelled,7150,2860
May032218559RT111,18559,2022-05-01,2022-05-03,2022-05-05,4,RT1,others,1.0,Checked Out,7800,7800
May032218559RT112,18559,2022-04-26,2022-05-03,2022-05-04,2,RT1,others,,Checked Out,6500,6500
May032218559RT113,18559,2022-04-28,2022-05-03,2022-05-05,2,RT1,direct offline,,Cancelled,6500,2600
May032218559RT114,18559,2022-05-03,2022-05-03,2022-05-07,2,RT1,logtrip,,Cancelled,6500,2600
May032218559RT115,18559,2022-04-27,2022-05-03,2022-05-08,2,RT1,others,,Checked Out,6500,6500
May032218559RT116,18559,2022-05-03,2022-05-03,2022-05-09,2,RT1,others,,Checked Out,6500,6500
May032218559RT117,18559,2022-04-09,2022-05-03,2022-05-04,1,RT1,makeyourtrip,1.0,Checked Out,6500,6500
May032218559RT118,18559,2022-04-30,2022-05-03,2022-05-08,2,RT1,others,,Checked Out,6500,6500
May032218559RT21,18559,2022-04-13,2022-05-03,2022-05-08,2,RT2,direct online,,Cancelled,9000,3600
May032218559RT22,18559,2022-04-30,2022-05-03,2022-05-04,2,RT2,makeyourtrip,1.0,Checked Out,9000,9000
May032218559RT23,18559,2022-04-27,2022-05-03,2022-05-09,2,RT2,others,,No Show,9000,9000
May032218559RT24,18559,2022-04-29,2022-05-03,2022-05-09,2,RT2,others,2.0,Checked Out,9000,9000
May032218559RT25,18559,2022-04-29,2022-05-03,2022-05-07,3,RT2,others,,Checked Out,9900,9900
May032218559RT26,18559,2022-04-30,2022-05-03,2022-05-07,1,RT2,others,,Cancelled,9000,3600
May032218559RT27,18559,2022-04-29,2022-05-03,2022-05-04,2,RT2,logtrip,5.0,Checked Out,9000,9000
May032218559RT28,18559,2022-05-01,2022-05-03,2022-05-09,4,RT2,tripster,,Checked Out,10800,10800
May032218559RT29,18559,2022-04-29,2022-05-03,2022-05-09,2,RT2,others,4.0,Checked Out,9000,9000
May032218559RT210,18559,2022-04-29,2022-05-03,2022-05-04,2,RT2,makeyourtrip,,Cancelled,9000,3600
May032218559RT211,18559,2022-05-01,2022-05-03,2022-05-04,2,RT2,makeyourtrip,5.0,Checked Out,9000,9000
May032218559RT212,18559,2022-05-02,2022-05-03,2022-05-04,3,RT2,others,2.0,Checked Out,9900,9900
May032218559RT213,18559,2022-05-01,2022-05-03,2022-05-06,2,RT2,logtrip,4.0,Checked Out,9000,9000
May032218559RT214,18559,2022-04-29,2022-05-03,2022-05-04,1,RT2,makeyourtrip,,Checked Out,9000,9000
May032218559RT215,18559,2022-04-29,2022-05-03,2022-05-04,2,RT2,makeyourtrip,,Checked Out,9000,9000
May032218559RT216,18559,2022-04-30,2022-05-03,2022-05-08,2,RT2,direct online,1.0,Checked Out,9000,9000
May032218559RT217,18559,2022-05-01,2022-05-03,2022-05-09,3,RT2,others,,Checked Out,9900,9900
May032218559RT218,18559,2022-05-01,2022-05-03,2022-05-08,3,RT2,others,3.0,Checked Out,9900,9900
May032218559RT219,18559,2022-04-29,2022-05-03,2022-05-04,2,RT2,journey,,Checked Out,9000,9000
May032218559RT31,18559,2022-04-28,2022-05-03,2022-05-05,3,RT3,direct online,3.0,Checked Out,13200,13200
May032218559RT32,18559,2022-04-13,2022-05-03,2022-05-08,2,RT3,others,4.0,Checked Out,12000,12000
May032218559RT33,18559,2022-04-27,2022-05-03,2022-05-06,2,RT3,logtrip,4.0,Checked Out,12000,12000
May032218559RT34,18559,2022-05-01,2022-05-03,2022-05-07,3,RT3,journey,,Checked Out,13200,13200
May032218559RT35,18559,2022-04-30,2022-05-03,2022-05-09,4,RT3,makeyourtrip,2.0,Checked Out,14400,14400
May032218559RT36,18559,2022-04-29,2022-05-03,2022-05-05,2,RT3,others,,Checked Out,12000,12000
May032218559RT37,18559,2022-04-30,2022-05-03,2022-05-04,2,RT3,journey,5.0,Checked Out,12000,12000
May032218559RT38,18559,2022-05-02,2022-05-03,2022-05-05,2,RT3,direct offline,2.0,Checked Out,12000,12000
May032218559RT39,18559,2022-04-29,2022-05-03,2022-05-04,2,RT3,others,,No Show,12000,12000
May032218559RT41,18559,2022-04-13,2022-05-03,2022-05-04,2,RT4,direct offline,,Checked Out,19000,19000
May032218559RT42,18559,2022-04-29,2022-05-03,2022-05-05,2,RT4,direct offline,,Checked Out,19000,19000
May032218559RT43,18559,2022-04-09,2022-05-03,2022-05-04,3,RT4,makeyourtrip,,Checked Out,20900,20900
May032218559RT44,18559,2022-05-01,2022-05-03,2022-05-04,2,RT4,logtrip,,Checked Out,19000,19000
May032218559RT45,18559,2022-04-28,2022-05-03,2022-05-08,3,RT4,journey,2.0,Checked Out,20900,20900
May032218559RT46,18559,2022-05-03,2022-05-03,2022-05-04,2,RT4,direct offline,1.0,Checked Out,19000,19000
May032218559RT47,18559,2022-04-26,2022-05-03,2022-05-09,2,RT4,logtrip,,Checked Out,19000,19000
May032218559RT48,18559,2022-04-28,2022-05-03,2022-05-08,2,RT4,others,3.0,Checked Out,19000,19000
May032218559RT49,18559,2022-05-01,2022-05-03,2022-05-08,2,RT4,others,2.0,Checked Out,19000,19000
May032218560RT11,18560,2022-05-02,2022-05-03,2022-05-04,2,RT1,others,,Checked Out,6500,6500
May032218560RT12,18560,2022-05-02,2022-05-03,2022-05-04,1,RT1,makeyourtrip,,Checked Out,6500,6500
May032218560RT13,18560,2022-04-26,2022-05-03,2022-05-05,1,RT1,others,4.0,Checked Out,6500,6500
May032218560RT14,18560,2022-05-03,2022-05-03,2022-05-04,1,RT1,makeyourtrip,5.0,Checked Out,6500,6500
May032218560RT15,18560,2022-05-02,2022-05-03,2022-05-05,2,RT1,others,,Cancelled,6500,2600
May032218560RT16,18560,2022-05-02,2022-05-03,2022-05-05,1,RT1,others,,Checked Out,6500,6500
May032218560RT17,18560,2022-05-03,2022-05-03,2022-05-04,1,RT1,makeyourtrip,,Cancelled,6500,2600
May032218560RT18,18560,2022-04-30,2022-05-03,2022-05-04,1,RT1,direct online,,Checked Out,6500,6500
May032218560RT19,18560,2022-05-03,2022-05-03,2022-05-04,1,RT1,makeyourtrip,1.0,Checked Out,6500,6500
May032218560RT110,18560,2022-05-03,2022-05-03,2022-05-07,1,RT1,others,,Cancelled,6500,2600
May032218560RT111,18560,2022-05-03,2022-05-03,2022-05-04,4,RT1,journey,,Cancelled,7800,3120
May032218560RT112,18560,2022-05-03,2022-05-03,2022-05-05,2,RT1,others,,Cancelled,6500,2600
May032218560RT113,18560,2022-05-02,2022-05-03,2022-05-04,2,RT1,tripster,,Cancelled,6500,2600
May032218560RT114,18560,2022-05-03,2022-05-03,2022-05-07,1,RT1,others,4.0,Checked Out,6500,6500
May032218560RT115,18560,2022-05-02,2022-05-03,2022-05-04,1,RT1,tripster,5.0,Checked Out,6500,6500
May032218560RT116,18560,2022-05-02,2022-05-03,2022-05-04,1,RT1,logtrip,,No Show,6500,6500
May032218560RT117,18560,2022-05-03,2022-05-03,2022-05-04,3,RT1,logtrip,5.0,Checked Out,7150,7150
May032218560RT118,18560,2022-05-02,2022-05-03,2022-05-07,2,RT1,logtrip,5.0,Checked Out,6500,6500
May032218560RT119,18560,2022-05-03,2022-05-03,2022-05-05,1,RT1,others,,Checked Out,6500,6500
May032218560RT21,18560,2022-05-02,2022-05-03,2022-05-05,1,RT2,others,,Checked Out,9000,9000
May032218560RT22,18560,2022-05-02,2022-05-03,2022-05-06,1,RT2,others,,Cancelled,9000,3600
May032218560RT23,18560,2022-05-03,2022-05-03,2022-05-04,1,RT2,others,,Cancelled,9000,3600
May032218560RT24,18560,2022-04-30,2022-05-03,2022-05-04,4,RT2,others,5.0,Checked Out,10800,10800
May032218560RT25,18560,2022-05-02,2022-05-03,2022-05-04,4,RT2,direct online,,Checked Out,10800,10800
May032218560RT26,18560,2022-04-29,2022-05-03,2022-05-06,1,RT2,direct online,,Cancelled,9000,3600
May032218560RT27,18560,2022-05-03,2022-05-03,2022-05-04,1,RT2,others,,Checked Out,9000,9000
May032218560RT28,18560,2022-05-02,2022-05-03,2022-05-04,3,RT2,makeyourtrip,,Checked Out,9900,9900
May032218560RT29,18560,2022-05-01,2022-05-03,2022-05-04,1,RT2,journey,,Checked Out,9000,9000
May032218560RT210,18560,2022-05-03,2022-05-03,2022-05-04,1,RT2,direct offline,5.0,Checked Out,9000,9000
May032218560RT211,18560,2022-05-03,2022-05-03,2022-05-05,1,RT2,tripster,,Cancelled,9000,3600
May032218560RT212,18560,2022-05-02,2022-05-03,2022-05-04,2,RT2,logtrip,4.0,Checked Out,9000,9000
May032218560RT213,18560,2022-05-03,2022-05-03,2022-05-04,1,RT2,tripster,,Cancelled,9000,3600
May032218560RT214,18560,2022-05-02,2022-05-03,2022-05-05,1,RT2,others,,Checked Out,9000,9000
May032218560RT215,18560,2022-04-30,2022-05-03,2022-05-04,1,RT2,others,,Cancelled,9000,3600
May032218560RT216,18560,2022-05-03,2022-05-03,2022-05-04,4,RT2,logtrip,5.0,Checked Out,10800,10800
May032218560RT217,18560,2022-05-03,2022-05-03,2022-05-04,4,RT2,direct online,5.0,Checked Out,10800,10800
May032218560RT218,18560,2022-05-02,2022-05-03,2022-05-04,2,RT2,others,,Cancelled,9000,3600
May032218560RT219,18560,2022-05-01,2022-05-03,2022-05-04,1,RT2,direct offline,5.0,Checked Out,9000,9000
May032218560RT220,18560,2022-05-03,2022-05-03,2022-05-04,1,RT2,others,1.0,Checked Out,9000,9000
May032218560RT221,18560,2022-05-03,2022-05-03,2022-05-05,1,RT2,others,,Checked Out,9000,9000
May032218560RT222,18560,2022-04-29,2022-05-03,2022-05-04,1,RT2,others,5.0,Checked Out,9000,9000
May032218560RT223,18560,2022-05-02,2022-05-03,2022-05-05,1,RT2,makeyourtrip,3.0,Checked Out,9000,9000
May032218560RT224,18560,2022-04-30,2022-05-03,2022-05-05,1,RT2,others,5.0,Checked Out,9000,9000
May032218560RT225,18560,2022-04-30,2022-05-03,2022-05-04,1,RT2,others,5.0,Checked Out,9000,9000
May032218560RT31,18560,2022-05-03,2022-05-03,2022-05-04,2,RT3,direct online,4.0,Checked Out,12000,12000
May032218560RT32,18560,2022-04-30,2022-05-03,2022-05-04,1,RT3,others,4.0,Checked Out,12000,12000
May032218560RT33,18560,2022-04-30,2022-05-03,2022-05-04,1,RT3,direct offline,5.0,Checked Out,12000,12000
May032218560RT34,18560,2022-05-03,2022-05-03,2022-05-08,2,RT3,others,,Cancelled,12000,4800
May032218560RT35,18560,2022-05-02,2022-05-03,2022-05-04,1,RT3,others,4.0,Checked Out,12000,12000
May032218560RT36,18560,2022-04-09,2022-05-03,2022-05-04,1,RT3,others,,Cancelled,12000,4800
May032218560RT37,18560,2022-05-03,2022-05-03,2022-05-05,1,RT3,others,4.0,Checked Out,12000,12000
May032218560RT38,18560,2022-04-13,2022-05-03,2022-05-05,1,RT3,others,5.0,Checked Out,12000,12000
May032218560RT39,18560,2022-05-03,2022-05-03,2022-05-04,1,RT3,logtrip,,No Show,12000,12000
May032218560RT310,18560,2022-04-30,2022-05-03,2022-05-04,4,RT3,makeyourtrip,4.0,Checked Out,14400,14400
May032218560RT311,18560,2022-05-01,2022-05-03,2022-05-04,1,RT3,direct offline,5.0,Checked Out,12000,12000
May032218560RT312,18560,2022-05-02,2022-05-03,2022-05-04,1,RT3,others,5.0,Checked Out,12000,12000
May032218560RT313,18560,2022-05-03,2022-05-03,2022-05-04,1,RT3,makeyourtrip,5.0,Checked Out,12000,12000
May032218560RT314,18560,2022-04-28,2022-05-03,2022-05-06,1,RT3,others,,Checked Out,12000,12000
May032218560RT315,18560,2022-04-28,2022-05-03,2022-05-08,1,RT3,logtrip,,Checked Out,12000,12000
May032218560RT41,18560,2022-05-01,2022-05-03,2022-05-04,1,RT4,logtrip,,Checked Out,19000,19000
May032218560RT42,18560,2022-05-01,2022-05-03,2022-05-04,1,RT4,direct offline,5.0,Checked Out,19000,19000
May032218560RT43,18560,2022-05-03,2022-05-03,2022-05-04,2,RT4,tripster,,Checked Out,19000,19000
May032218560RT44,18560,2022-05-02,2022-05-03,2022-05-04,4,RT4,makeyourtrip,,Cancelled,22800,9120
May032218560RT45,18560,2022-05-02,2022-05-03,2022-05-04,1,RT4,logtrip,,Cancelled,19000,7600
May032218560RT46,18560,2022-05-02,2022-05-03,2022-05-07,1,RT4,makeyourtrip,,Checked Out,19000,19000
May032218560RT47,18560,2022-05-03,2022-05-03,2022-05-05,1,RT4,logtrip,,Checked Out,19000,19000
May032218560RT48,18560,2022-05-02,2022-05-03,2022-05-06,1,RT4,direct online,,No Show,19000,19000
May032218560RT49,18560,2022-05-02,2022-05-03,2022-05-09,4,RT4,others,,Checked Out,22800,22800
May032218561RT11,18561,2022-05-01,2022-05-03,2022-05-07,4,RT1,logtrip,3.0,Checked Out,7800,7800
May032218561RT12,18561,2022-05-01,2022-05-03,2022-05-04,2,RT1,logtrip,,Checked Out,6500,6500
May032218561RT13,18561,2022-04-30,2022-05-03,2022-05-06,1,RT1,others,,Cancelled,6500,2600
May032218561RT14,18561,2022-04-29,2022-05-03,2022-05-04,2,RT1,others,,No Show,6500,6500
May032218561RT15,18561,2022-04-29,2022-05-03,2022-05-08,2,RT1,others,5.0,Checked Out,6500,6500
May032218561RT16,18561,2022-04-30,2022-05-03,2022-05-04,2,RT1,others,,Cancelled,6500,2600
May032218561RT17,18561,2022-04-28,2022-05-03,2022-05-04,4,RT1,others,,Checked Out,7800,7800
May032218561RT18,18561,2022-04-29,2022-05-03,2022-05-05,2,RT1,others,5.0,Checked Out,6500,6500
May032218561RT19,18561,2022-04-29,2022-05-03,2022-05-09,2,RT1,makeyourtrip,,Checked Out,6500,6500
May032218561RT110,18561,2022-04-29,2022-05-03,2022-05-04,1,RT1,others,5.0,Checked Out,6500,6500
May032218561RT111,18561,2022-04-28,2022-05-03,2022-05-04,2,RT1,others,,Checked Out,6500,6500
May032218561RT112,18561,2022-04-29,2022-05-03,2022-05-05,3,RT1,makeyourtrip,5.0,Checked Out,7150,7150
May032218561RT113,18561,2022-04-30,2022-05-03,2022-05-04,2,RT1,others,,Cancelled,6500,2600
May032218561RT114,18561,2022-04-28,2022-05-03,2022-05-04,1,RT1,makeyourtrip,,No Show,6500,6500
May032218561RT115,18561,2022-05-02,2022-05-03,2022-05-09,3,RT1,makeyourtrip,4.0,Checked Out,7150,7150
May032218561RT116,18561,2022-04-28,2022-05-03,2022-05-06,1,RT1,others,,Cancelled,6500,2600
May032218561RT117,18561,2022-04-29,2022-05-03,2022-05-04,1,RT1,makeyourtrip,,Checked Out,6500,6500
May032218561RT118,18561,2022-04-30,2022-05-03,2022-05-08,3,RT1,others,3.0,Checked Out,7150,7150
May032218561RT119,18561,2022-04-29,2022-05-03,2022-05-05,2,RT1,others,,Cancelled,6500,2600
May032218561RT21,18561,2022-04-30,2022-05-03,2022-05-05,1,RT2,tripster,,Cancelled,9000,3600
May032218561RT22,18561,2022-04-27,2022-05-03,2022-05-04,2,RT2,tripster,,Checked Out,9000,9000
May032218561RT23,18561,2022-04-26,2022-05-03,2022-05-04,2,RT2,others,,Checked Out,9000,9000
May032218561RT24,18561,2022-05-01,2022-05-03,2022-05-05,1,RT2,others,4.0,Checked Out,9000,9000
May032218561RT25,18561,2022-04-29,2022-05-03,2022-05-08,3,RT2,others,,Checked Out,9900,9900
May032218561RT26,18561,2022-04-29,2022-05-03,2022-05-06,1,RT2,others,,Checked Out,9000,9000
May032218561RT27,18561,2022-05-02,2022-05-03,2022-05-05,1,RT2,direct online,5.0,Checked Out,9000,9000
May032218561RT28,18561,2022-04-29,2022-05-03,2022-05-04,3,RT2,makeyourtrip,,Checked Out,9900,9900
May032218561RT29,18561,2022-04-29,2022-05-03,2022-05-04,2,RT2,makeyourtrip,,Cancelled,9000,3600
May032218561RT210,18561,2022-05-01,2022-05-03,2022-05-09,2,RT2,others,,Cancelled,9000,3600
May032218561RT211,18561,2022-04-29,2022-05-03,2022-05-05,2,RT2,others,4.0,Checked Out,9000,9000
May032218561RT212,18561,2022-04-27,2022-05-03,2022-05-08,2,RT2,others,,Cancelled,9000,3600
May032218561RT213,18561,2022-05-01,2022-05-03,2022-05-08,2,RT2,others,,Cancelled,9000,3600
May032218561RT214,18561,2022-05-03,2022-05-03,2022-05-04,2,RT2,makeyourtrip,,Checked Out,9000,9000
May032218561RT215,18561,2022-04-30,2022-05-03,2022-05-04,2,RT2,others,,Checked Out,9000,9000
May032218561RT216,18561,2022-04-12,2022-05-03,2022-05-04,3,RT2,others,,No Show,9900,9900
